time_stamp,asset_id,sensor_0_avg,sensor_5_avg_cos,sensor_5_min_cos,sensor_43_avg,sensor_41_avg,sensor_5_max_cos,sensor_5_avg_sin,sensor_5_min_sin,sensor_14_avg,sensor_52_max,wind_speed_3_min,sensor_10_avg,reactive_power_27_max,sensor_47,sensor_38_avg,sensor_40_avg,power_30_std,label
2023-10-07 08:30:00,21,21.0,0.9999756,0.9999863,31.0,38.0,0.99990255,0.00698126,-0.005235964,41.0,11.2,1.9,38.0,0.21726829,0.0,47.0,47.0,0.0082926825,1
2023-01-01 00:00:00,0,14.0,0.9992629,0.99912286,26.0,32.0,0.9995599,-0.03838781,-0.041875653,42.0,14.7,3.0,38.0,0.4878049,0.0,65.0,70.0,0.048634145,0
2023-01-01 00:10:00,0,14.0,0.9992629,0.99888986,26.0,32.0,0.9999863,-0.03838781,-0.047106452,42.0,14.9,2.5,39.0,0.4878049,0.0,64.0,70.0,0.09365854,0
2023-01-01 00:20:00,0,14.0,0.9993284,0.99912286,26.0,32.0,0.9997426,-0.03664371,-0.041875653,43.0,14.9,2.7,38.0,0.4878049,0.0,64.0,69.0,0.1270244,0
2023-01-01 00:30:00,0,14.0,0.9998157,0.99912286,26.0,32.0,0.9997426,-0.019197442,-0.041875653,43.0,15.0,2.2,40.0,0.4878049,0.0,65.0,70.0,0.10668293,0
2023-01-01 00:40:00,0,14.0,0.9997015,0.99912286,26.0,31.0,0.9999863,-0.024432179,-0.041875653,45.0,15.1,2.8,39.0,0.4878049,0.0,66.0,72.0,0.07565854,0
2023-01-01 00:50:00,0,14.0,0.99950653,0.99912286,26.0,31.0,1.0,-0.031410757,-0.041875653,46.0,15.0,2.1,38.0,0.4878049,0.0,67.0,73.0,0.079463415,0
2023-01-01 01:00:00,0,14.0,0.99990255,0.9992629,26.0,31.0,0.99871933,-0.01396218,-0.03838781,47.0,15.2,3.6,39.0,0.4878049,0.0,68.0,73.0,0.080390245,0
2023-01-01 01:10:00,0,14.0,0.9998766,0.9991944,26.0,32.0,0.9991944,-0.015707318,-0.040131792,49.0,15.2,1.9,39.0,0.4878049,0.0,69.0,75.0,0.063317075,0
2023-01-01 01:20:00,0,14.0,0.9999939,0.99950653,27.0,34.0,0.9983418,-0.0034906515,-0.031410757,50.0,15.4,2.6,39.0,0.41634145,0.0,70.0,76.0,0.047560975,0
2023-01-01 01:30:00,0,14.0,0.9998157,0.99912286,26.0,35.0,0.99871933,-0.019197442,-0.041875653,52.0,15.1,1.2,38.0,0.4878049,0.0,71.0,78.0,0.12746342,0
2023-01-01 01:40:00,0,14.0,0.99950653,0.99912286,28.0,35.0,0.99999845,-0.031410757,-0.041875653,53.0,15.0,2.5,38.0,0.4878049,0.0,71.0,78.0,0.07863414,0
2023-01-01 01:50:00,0,14.0,0.99939084,0.99912286,28.0,35.0,0.9999756,-0.034899496,-0.041875653,53.0,14.9,2.1,38.0,0.4878049,0.0,72.0,78.0,0.09497561,0
2023-01-01 02:00:00,0,14.0,0.9994502,0.99904823,28.0,34.0,0.9999863,-0.033155177,-0.043619387,53.0,14.9,1.7,39.0,0.4878049,0.0,71.0,78.0,0.0777561,0
2023-01-01 02:10:00,0,14.0,0.99965733,0.99912286,27.0,34.0,0.99990255,-0.026176948,-0.041875653,52.0,15.0,2.4,39.0,0.4878049,0.0,71.0,78.0,0.08580488,0
2023-01-01 02:20:00,0,14.0,0.9999756,0.9993284,27.0,34.0,0.99556196,0.00698126,-0.03664371,53.0,15.3,2.5,39.0,0.4081951,0.0,72.0,79.0,0.040292684,0
2023-01-01 02:30:00,0,14.0,0.9998766,0.9994502,27.0,35.0,0.9963453,0.015707318,-0.033155177,54.0,15.3,3.0,41.0,0.31809756,0.0,73.0,80.0,0.024341464,0
2023-01-01 02:40:00,0,14.0,0.9991944,0.9996101,27.0,37.0,0.9937679,0.040131792,-0.02792164,55.0,15.4,4.2,41.0,0.30307317,0.0,74.0,82.0,0.009463415,0
2023-01-01 02:50:00,0,14.0,0.9999756,0.99950653,26.0,38.0,0.99731445,0.00698126,-0.031410757,57.0,15.2,1.3,40.0,0.37546343,0.0,75.0,83.0,0.033853658,0
2023-01-01 03:00:00,0,14.0,0.99999845,0.9993284,26.0,39.0,0.9978015,0.0017453284,-0.03664371,58.0,15.3,3.0,40.0,0.472,0.0,76.0,83.0,0.070829265,0
2023-01-01 03:10:00,0,14.0,0.9999254,0.99939084,26.0,40.0,0.9995599,-0.012217001,-0.034899496,59.0,15.2,3.3,38.0,0.46580487,0.0,76.0,84.0,0.07,0
2023-01-01 03:20:00,0,14.0,0.99978065,0.99912286,26.0,40.0,0.99912286,-0.02094242,-0.041875653,59.0,15.1,1.4,38.0,0.4878049,0.0,77.0,85.0,0.09019512,0
2023-01-01 03:30:00,0,14.0,0.9992629,0.99904823,27.0,41.0,0.99978065,-0.03838781,-0.043619387,59.0,14.7,1.8,38.0,0.4878049,0.0,77.0,85.0,0.058829267,0
2023-01-01 03:40:00,0,14.0,0.9993284,0.99912286,27.0,40.0,0.9999863,-0.03664371,-0.041875653,58.0,14.8,1.2,39.0,0.4878049,0.0,75.0,83.0,0.12419512,0
2023-01-01 03:50:00,0,14.0,0.9995599,0.99912286,27.0,39.0,0.99904823,-0.029666245,-0.041875653,56.0,15.1,1.1,39.0,0.4878049,0.0,75.0,83.0,0.10565854,0
2023-01-01 04:00:00,0,14.0,0.9994502,0.99912286,27.0,39.0,0.9999863,-0.033155177,-0.041875653,56.0,14.9,1.9,39.0,0.4878049,0.0,75.0,83.0,0.08668292,0
2023-01-01 04:10:00,0,14.0,0.99950653,0.99912286,27.0,38.0,0.99999845,-0.031410757,-0.041875653,55.0,15.0,2.6,39.0,0.4878049,0.0,74.0,82.0,0.114487804,0
2023-01-01 04:20:00,0,14.0,0.9992629,0.99912286,27.0,37.0,0.9998766,-0.03838781,-0.041875653,55.0,14.9,1.6,39.0,0.4878049,0.0,74.0,82.0,0.12595122,0
2023-01-01 04:30:00,0,14.0,0.9993284,0.99912286,27.0,37.0,0.9997426,-0.03664371,-0.041875653,53.0,14.3,1.7,39.0,0.4878049,0.0,73.0,81.0,0.043756098,0
2023-01-01 04:40:00,0,14.0,0.9993284,0.99904823,27.0,36.0,0.9999863,-0.03664371,-0.043619387,52.0,14.6,1.0,38.0,0.4878049,0.0,72.0,80.0,0.058585364,0
2023-01-01 04:50:00,0,14.0,0.9992629,0.99912286,27.0,36.0,0.99978065,-0.03838781,-0.041875653,51.0,14.6,2.4,38.0,0.4878049,0.0,71.0,78.0,0.06590244,0
2023-01-01 05:00:00,0,14.0,0.99939084,0.99912286,27.0,35.0,0.9997426,-0.034899496,-0.041875653,49.0,14.2,1.5,38.0,0.4878049,0.0,70.0,77.0,0.045268293,0
2023-01-01 05:10:00,0,14.0,0.9993284,0.99912286,27.0,35.0,0.9999619,-0.03664371,-0.041875653,48.0,14.5,1.6,39.0,0.4878049,0.0,69.0,76.0,0.04829268,0
2023-01-01 05:20:00,0,14.0,0.99939084,0.9992629,27.0,35.0,0.9997426,-0.034899496,-0.03838781,47.0,13.7,1.7,38.0,0.4878049,0.0,68.0,75.0,0.038829267,0
2023-01-01 05:30:00,0,14.0,0.99939084,0.99912286,27.0,34.0,0.99965733,-0.034899496,-0.041875653,46.0,14.3,1.8,38.0,0.4878049,0.0,67.0,74.0,0.059756096,0
2023-01-01 05:40:00,0,14.0,0.9993284,0.9986295,27.0,34.0,0.9999863,-0.03664371,-0.052335955,45.0,14.4,2.0,38.0,0.4878049,0.0,67.0,73.0,0.04409756,0
2023-01-01 05:50:00,0,14.0,0.99939084,0.99912286,27.0,34.0,0.9997426,-0.034899496,-0.041875653,44.0,14.4,1.8,38.0,0.4878049,0.0,66.0,72.0,0.057853658,0
2023-01-01 06:00:00,0,14.0,0.9992629,0.99912286,26.0,33.0,0.9995599,-0.03838781,-0.041875653,44.0,14.7,0.5,38.0,0.4878049,0.0,65.0,71.0,0.07112195,0
2023-01-01 06:10:00,0,14.0,0.9992629,0.99871933,26.0,33.0,0.9999619,-0.03838781,-0.05059294,44.0,14.9,1.8,39.0,0.4878049,0.0,65.0,71.0,0.069853656,0
2023-01-01 06:20:00,0,14.0,0.9992629,0.99912286,26.0,33.0,0.99950653,-0.03838781,-0.041875653,44.0,14.8,2.7,38.0,0.4878049,0.0,65.0,71.0,0.07112195,0
2023-01-01 06:30:00,0,14.0,0.9993284,0.99912286,26.0,33.0,0.9998477,-0.03664371,-0.041875653,44.0,14.9,1.5,38.0,0.4878049,0.0,65.0,71.0,0.11034147,0
2023-01-01 06:40:00,0,14.0,0.9992629,0.99912286,26.0,32.0,0.9999756,-0.03838781,-0.041875653,44.0,14.7,2.4,38.0,0.4878049,0.0,65.0,71.0,0.054341465,0
2023-01-01 06:50:00,0,14.0,0.9992629,0.99912286,26.0,32.0,0.9995599,-0.03838781,-0.041875653,44.0,14.7,0.8,38.0,0.4878049,0.0,65.0,71.0,0.08156098,0
2023-01-01 07:00:00,0,14.0,0.9993284,0.99912286,26.0,32.0,0.9997015,-0.03664371,-0.041875653,44.0,14.2,2.2,38.0,0.4878049,0.0,65.0,70.0,0.044390243,0
2023-01-01 07:10:00,0,14.0,0.9992629,0.99888986,26.0,32.0,0.9999939,-0.03838781,-0.047106452,43.0,14.7,1.9,39.0,0.4878049,0.0,64.0,70.0,0.062780485,0
2023-01-01 07:20:00,0,14.0,0.9992629,0.99912286,26.0,31.0,0.9996101,-0.03838781,-0.041875653,43.0,14.8,2.2,38.0,0.4878049,0.0,64.0,69.0,0.07121951,0
2023-01-01 07:30:00,0,14.0,0.9993284,0.99912286,26.0,31.0,0.99990255,-0.03664371,-0.041875653,43.0,14.8,1.9,38.0,0.4878049,0.0,64.0,69.0,0.100585364,0
2023-01-01 07:40:00,0,14.0,0.9992629,0.99888986,26.0,31.0,1.0,-0.03838781,-0.047106452,44.0,14.8,3.2,39.0,0.4878049,0.0,64.0,69.0,0.053853657,0
2023-01-01 07:50:00,0,14.0,0.9992629,0.99912286,26.0,31.0,0.9995599,-0.03838781,-0.041875653,44.0,14.8,3.3,38.0,0.4878049,0.0,64.0,69.0,0.040634148,0
2023-01-01 08:00:00,0,14.0,0.9992629,0.99912286,26.0,31.0,0.9997426,-0.03838781,-0.041875653,44.0,14.6,2.6,38.0,0.4878049,0.0,64.0,69.0,0.03980488,0
2023-01-01 08:10:00,0,14.0,0.9992629,0.9986295,26.0,30.0,0.9999619,-0.03838781,-0.052335955,44.0,14.7,1.2,38.0,0.4878049,0.0,64.0,69.0,0.06848781,0
2023-01-01 08:20:00,0,14.0,0.9993284,0.99912286,26.0,30.0,0.9997426,-0.03664371,-0.041875653,43.0,14.4,2.1,38.0,0.4878049,0.0,63.0,69.0,0.060390245,0
2023-01-01 08:30:00,0,14.0,0.9994502,0.9991944,26.0,30.0,0.9998157,-0.033155177,-0.040131792,43.0,13.5,1.2,38.0,0.4878049,0.0,63.0,68.0,0.03102439,0
2023-01-01 08:40:00,0,14.0,0.9993284,0.99888986,26.0,30.0,0.9999939,-0.03664371,-0.047106452,42.0,14.7,1.9,38.0,0.4878049,0.0,63.0,68.0,0.09580488,0
2023-01-01 08:50:00,0,14.0,0.9993284,0.99912286,26.0,30.0,0.99965733,-0.03664371,-0.041875653,42.0,14.7,2.7,38.0,0.4878049,0.0,62.0,67.0,0.07190244,0
2023-01-01 09:00:00,0,14.0,0.9993284,0.99912286,26.0,30.0,0.99994516,-0.03664371,-0.041875653,42.0,14.7,1.5,38.0,0.4878049,0.0,62.0,67.0,0.1037561,0
2023-01-01 09:10:00,0,14.0,0.9992629,0.99897057,26.0,30.0,0.9999863,-0.03838781,-0.045362987,42.0,14.6,1.9,39.0,0.4878049,0.0,62.0,67.0,0.051268294,0
2023-01-01 09:20:00,0,14.0,0.99939084,0.99912286,26.0,30.0,0.9998157,-0.034899496,-0.041875653,42.0,14.2,1.0,38.0,0.4878049,0.0,62.0,67.0,0.054390244,0
2023-01-01 09:30:00,0,14.0,0.9993284,0.99912286,26.0,29.0,0.9997015,-0.03664371,-0.041875653,42.0,14.4,1.9,38.0,0.4878049,0.0,62.0,66.0,0.049365852,0
2023-01-01 09:40:00,0,14.0,0.99939084,0.9986295,26.0,29.0,0.9999863,-0.034899496,-0.052335955,41.0,14.0,1.9,38.0,0.4878049,0.0,61.0,66.0,0.049414635,0
2023-01-01 09:50:00,0,14.0,0.9993284,0.99912286,26.0,29.0,0.99965733,-0.03664371,-0.041875653,41.0,14.6,0.9,38.0,0.4878049,0.0,61.0,66.0,0.051365852,0
2023-01-01 10:00:00,0,14.0,0.9993284,0.99912286,26.0,29.0,0.9997426,-0.03664371,-0.041875653,41.0,14.4,1.2,38.0,0.4878049,0.0,61.0,65.0,0.058585364,0
2023-01-01 10:10:00,0,15.0,0.9993284,0.99871933,26.0,29.0,0.9999756,-0.03664371,-0.05059294,41.0,14.5,1.3,38.0,0.4878049,0.0,61.0,65.0,0.07058536,0
2023-01-01 10:20:00,0,15.0,0.9993284,0.99912286,26.0,29.0,0.99978065,-0.03664371,-0.041875653,41.0,14.3,1.7,38.0,0.4878049,0.0,61.0,65.0,0.06668293,0
2023-01-01 10:30:00,0,15.0,0.99939084,0.99904823,26.0,29.0,0.99978065,-0.034899496,-0.043619387,41.0,14.4,1.4,38.0,0.4878049,0.0,60.0,65.0,0.06195122,0
2023-01-01 10:40:00,0,15.0,0.9992629,0.99897057,26.0,29.0,0.9999939,-0.03838781,-0.045362987,41.0,14.8,2.7,39.0,0.4878049,0.0,60.0,65.0,0.08292683,0
2023-01-01 10:50:00,0,15.0,0.9992629,0.99912286,27.0,29.0,0.9997426,-0.03838781,-0.041875653,42.0,14.8,2.3,38.0,0.4878049,0.0,60.0,65.0,0.07960976,0
2023-01-01 11:00:00,0,15.0,0.9992629,0.99912286,27.0,29.0,0.9997426,-0.03838781,-0.041875653,42.0,14.7,1.2,38.0,0.4878049,0.0,61.0,65.0,0.07931707,0
2023-01-01 11:10:00,0,15.0,0.9992629,0.99888986,26.0,29.0,0.9999939,-0.03838781,-0.047106452,42.0,14.9,1.5,38.0,0.4878049,0.0,61.0,65.0,0.08541463,0
2023-01-01 11:20:00,0,16.0,0.9992629,0.99912286,27.0,29.0,0.9997015,-0.03838781,-0.041875653,43.0,14.8,1.5,39.0,0.4878049,0.0,61.0,65.0,0.1024878,0
2023-01-01 11:30:00,0,16.0,0.9993284,0.99912286,27.0,29.0,0.9999756,-0.03664371,-0.041875653,43.0,14.9,2.6,38.0,0.4878049,0.0,61.0,65.0,0.12058537,0
2023-01-01 11:40:00,0,16.0,0.99939084,0.9988061,27.0,29.0,0.99999845,-0.034899496,-0.04884977,44.0,14.8,1.0,38.0,0.4878049,0.0,61.0,66.0,0.12390244,0
2023-01-01 11:50:00,0,16.0,0.9997015,0.99912286,27.0,29.0,0.9981348,-0.024432179,-0.041875653,45.0,15.3,2.7,38.0,0.4878049,0.0,62.0,66.0,0.1612683,0
2023-01-01 12:00:00,0,16.0,0.9999756,0.99912286,27.0,31.0,0.99415094,0.00698126,-0.041875653,46.0,15.4,2.5,39.0,0.4878049,0.0,63.0,68.0,0.10034146,0
2023-01-01 12:10:00,0,16.0,0.99994516,0.99904823,29.0,32.0,0.9981348,-0.0104717845,-0.043619387,47.0,15.2,0.9,38.0,0.4878049,0.0,64.0,69.0,0.15702438,0
2023-01-01 12:20:00,0,16.0,0.9999756,0.99904823,29.0,34.0,0.99556196,-0.00698126,-0.043619387,49.0,15.4,2.4,40.0,0.4878049,0.0,66.0,70.0,0.12263414,0
2023-01-01 12:30:00,0,16.0,0.99994516,0.99904823,28.0,35.0,0.99604106,-0.0104717845,-0.043619387,50.0,15.3,0.8,38.0,0.4878049,0.0,67.0,71.0,0.12804878,0
2023-01-01 12:40:00,0,17.0,0.9997015,0.9991944,29.0,36.0,0.9999863,-0.024432179,-0.040131792,52.0,15.0,1.1,39.0,0.4878049,0.0,68.0,73.0,0.11268292,0
2023-01-01 12:50:00,0,17.0,0.99844074,0.99904823,29.0,37.0,0.9851093,0.055821504,-0.043619387,53.0,15.4,1.6,39.0,0.4878049,0.0,69.0,74.0,0.12321951,0
2023-01-01 13:00:00,0,16.0,0.9982398,0.9993284,28.0,38.0,0.9874138,0.059306372,-0.03664371,54.0,15.5,2.0,41.0,0.37960976,0.0,70.0,75.0,0.025512194,0
2023-01-01 13:10:00,0,17.0,0.99731445,0.9999756,29.0,40.0,0.99026805,0.073238194,-0.00698126,56.0,15.5,4.2,42.0,0.32897562,0.0,71.0,77.0,0.011951219,0
2023-01-01 13:20:00,0,17.0,0.9996101,0.99912286,29.0,41.0,0.9947028,0.02792164,-0.041875653,57.0,15.4,1.2,41.0,0.4878049,0.0,72.0,78.0,0.096195124,0
2023-01-01 13:30:00,0,17.0,0.9999756,0.99912286,29.0,41.0,0.9931707,0.00698126,-0.041875653,58.0,15.3,1.9,41.0,0.4878049,0.0,73.0,79.0,0.11604878,0
2023-01-01 13:40:00,0,16.0,0.9998477,0.99912286,29.0,42.0,0.99488074,0.017452406,-0.041875653,59.0,15.3,1.5,40.0,0.4878049,0.0,74.0,80.0,0.11273171,0
2023-01-01 13:50:00,0,17.0,0.99978065,0.99904823,28.0,43.0,0.9980267,-0.02094242,-0.043619387,60.0,15.3,1.4,38.0,0.4878049,0.0,75.0,81.0,0.13985366,0
2023-01-01 14:00:00,0,16.0,0.99950653,0.9992629,28.0,43.0,0.9929655,0.031410757,-0.03838781,60.0,15.4,1.7,39.0,0.4878049,0.0,75.0,81.0,0.077268295,0
2023-01-01 14:10:00,0,16.0,0.9999863,0.9991944,29.0,44.0,0.9945219,-0.005235964,-0.040131792,61.0,15.4,1.6,40.0,0.4878049,0.0,75.0,82.0,0.120341465,0
2023-01-01 14:20:00,0,16.0,0.9999939,0.99912286,29.0,44.0,0.9943379,0.0034906515,-0.041875653,61.0,15.3,1.9,40.0,0.4878049,0.0,76.0,83.0,0.097121954,0
2023-01-01 14:30:00,0,17.0,0.99978065,0.99904823,28.0,45.0,0.99950653,-0.02094242,-0.043619387,61.0,15.2,2.1,38.0,0.4878049,0.0,76.0,83.0,0.1304878,0
2023-01-01 14:40:00,0,17.0,0.9998157,0.99904823,28.0,45.0,0.9967789,-0.019197442,-0.043619387,61.0,15.1,0.9,38.0,0.4878049,0.0,76.0,83.0,0.13692683,0
2023-01-01 14:50:00,0,17.0,0.9998157,0.99912286,29.0,45.0,0.9982398,-0.019197442,-0.041875653,61.0,15.3,1.6,37.0,0.4878049,0.0,76.0,83.0,0.11429268,0
2023-01-01 15:00:00,0,16.0,0.99888986,0.99939084,30.0,45.0,0.99050945,0.047106452,-0.034899496,61.0,15.6,1.2,39.0,0.4878049,0.0,76.0,83.0,0.06819512,0
2023-01-01 15:10:00,0,16.0,0.9999939,0.99912286,29.0,46.0,0.9958844,0.0034906515,-0.041875653,61.0,15.3,2.5,40.0,0.4878049,0.0,77.0,84.0,0.10034146,0
2023-01-01 15:20:00,0,16.0,0.9999619,0.99912286,29.0,46.0,0.99488074,0.008726535,-0.041875653,61.0,15.4,1.3,40.0,0.4878049,0.0,77.0,85.0,0.09317073,0
2023-01-01 15:30:00,0,16.0,0.9999756,0.99912286,28.0,46.0,0.9963453,0.00698126,-0.041875653,62.0,15.4,2.2,41.0,0.4878049,0.0,78.0,85.0,0.10834146,0
2023-01-01 15:40:00,0,16.0,0.9998477,0.99912286,28.0,47.0,0.9978015,-0.017452406,-0.041875653,62.0,15.1,1.7,39.0,0.4878049,0.0,78.0,86.0,0.10668293,0
2023-01-01 15:50:00,0,16.0,0.99965733,0.99904823,28.0,47.0,0.9998477,-0.026176948,-0.043619387,62.0,15.1,0.9,38.0,0.4878049,0.0,78.0,86.0,0.15687805,0
2023-01-01 16:00:00,0,16.0,0.9995599,0.99904823,29.0,47.0,0.9998157,-0.029666245,-0.043619387,61.0,15.0,1.5,39.0,0.4878049,0.0,78.0,86.0,0.12102439,0
2023-01-01 16:10:00,0,16.0,0.99994516,0.99912286,29.0,47.0,0.9975641,-0.0104717845,-0.041875653,61.0,15.3,0.6,40.0,0.4878049,0.0,77.0,85.0,0.14907317,0
2023-01-01 16:20:00,0,16.0,0.9999619,0.99912286,28.0,47.0,0.99744076,0.008726535,-0.041875653,60.0,15.2,2.8,41.0,0.4878049,0.0,77.0,85.0,0.076390244,0
2023-01-01 16:30:00,0,16.0,0.9998477,0.9992629,28.0,47.0,0.99505556,0.017452406,-0.03838781,61.0,15.4,2.0,41.0,0.452,0.0,78.0,86.0,0.05717073,0
2023-01-01 16:40:00,0,16.0,0.9999619,0.9991944,28.0,47.0,0.99731445,-0.008726535,-0.040131792,61.0,15.3,3.3,40.0,0.4878049,0.0,79.0,87.0,0.11560976,0
2023-01-01 16:50:00,0,16.0,0.9995599,0.99912286,28.0,48.0,0.99939084,-0.029666245,-0.041875653,61.0,15.1,2.4,38.0,0.4878049,0.0,79.0,87.0,0.12580487,0
2023-01-01 17:00:00,0,16.0,0.9997015,0.99912286,29.0,48.0,0.9999619,-0.024432179,-0.041875653,61.0,14.9,1.5,39.0,0.4878049,0.0,78.0,87.0,0.14307317,0
2023-01-01 17:10:00,0,15.0,0.99939084,0.99912286,29.0,48.0,0.99994516,-0.034899496,-0.041875653,60.0,14.9,1.7,38.0,0.4878049,0.0,78.0,86.0,0.095560975,0
2023-01-01 17:20:00,0,15.0,0.9996101,0.99912286,28.0,48.0,0.9999939,-0.02792164,-0.041875653,59.0,15.0,2.3,39.0,0.4878049,0.0,77.0,85.0,0.20141463,0
